,Tax Roll,Property Address,Sale Price,Time-adjusted Sale Price,2020_assessed_value_CAD,Title Transfer Date,Community,Property,Structure,Total Floor Area (sq.ft),Year Built,legal_desc,land_use,classifications,parcel_area (m2),year_built,finished_below_grade,garage,deck,veranda,fireplace,walkout_basement,lat,lon
692,854490,2360 BAYSPRINGS PA SW,470000,447800,499000,09/08/2017,Baysprings,Single Family,2 Storey,2131,2016,Plan: 1411187 Block/Unit: 7 Lot: 21,R1 Single Detached Residential District,Single Family Dwelling,408,2016,None,Yes,Yes,Yes,Yes,No,51.2756203,-114.0458571
693,854490,2360 BAYSPRINGS PA SW,470000,447800,499000,09/08/2017,Baysprings,Single Family,2 Storey,2131,2016,Plan: 1411187 Block/Unit: 7 Lot: 21,R1 Single Detached Residential District,Single Family Dwelling,408,2016,None,Yes,Yes,Yes,Yes,No,51.2756203,-114.0458571
694,854490,2360 BAYSPRINGS PA SW,470000,447800,499000,09/08/2017,Baysprings,Single Family,2 Storey,2131,2016,Plan: 1411187 Block/Unit: 7 Lot: 21,R1 Single Detached Residential District,Single Family Dwelling,408,2016,None,Yes,Yes,Yes,Yes,No,51.2756203,-114.0458571
695,854455,100 BAYSPRINGS CO SW,453095,455300,484000,04/08/2017,Baysprings,Single Family,Bungalow,1207,2016,Plan: 1411187 Block/Unit: 7 Lot: 1,R1 Single Detached Residential District,Single Family Dwelling,539,2016,Yes,Yes,Yes,Yes,Yes,Yes,51.2771028,-114.0458234
696,856841,201 2461 BAYSPRINGS LI SW,256230,245200,255000,04/06/2017,Baysprings,Condo,3 Storey - basementless,1297,2016,Plan: 1610086 Block/Unit: 22 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,130,2016,None,Yes,Yes,No,None,No,51.2741703,-114.0481703
697,856842,202 2461 BAYSPRINGS LI SW,261531,243100,245000,05/23/2017,Baysprings,Condo,3 Storey - basementless,1261,2016,Plan: 1610086 Block/Unit: 23 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,110,2016,None,Yes,Yes,No,None,No,51.2741257,-114.0481699
698,857539,212 BAYVIEW ST SW,499000,477500,515000,05/25/2017,Baysprings,Single Family,2 Storey,2368,2016,Plan: 1611172 Block/Unit: 10 Lot: 37,R1 Single Detached Residential District,Single Family Dwelling,385,2016,None,Yes,Yes,Yes,Yes,No,51.2770083,-114.0433468
699,857881,1416 2461 BAYSPRINGS LI SW,208236,195800,188000,05/24/2017,Baysprings,Apartment,Apartment,834,2016,Plan: 1612252 Block/Unit: 153 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,82,2016,None,None,None,None,None,No,51.2734026,-114.0471681
700,856846,206 2461 BAYSPRINGS LI SW,261531,243100,255000,05/08/2017,Baysprings,Condo,3 Storey - basementless,1297,2016,Plan: 1610086 Block/Unit: 27 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,125,2016,None,Yes,Yes,No,None,No,51.2739453,-114.048169
701,852938,2426 BAYSPRINGS LI SW,533333,536200,548000,05/02/2017,Baysprings,Single Family,2 Storey,2670,2014,Plan: 1312521 Block/Unit: 6 Lot: 9,R1 Single Detached Residential District,Single Family Dwelling,408,2014,Yes,Yes,Yes,Yes,Yes,Yes,51.2748544,-114.0454449
702,856843,203 2461 BAYSPRINGS LI SW,273202,254700,245000,06/20/2017,Baysprings,Condo,3 Storey - basementless,1261,2016,Plan: 1610086 Block/Unit: 24 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,110,2016,None,Yes,Yes,No,None,No,51.27408,-114.048171
703,858676,1222 2461 BAYSPRINGS LI SW,226578,201900,202000,06/27/2017,Baysprings,Apartment,Apartment,928,2016,Plan: 1711119 Block/Unit: 184 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,88,2016,None,None,Yes,No,None,No,51.2729144,-114.0462525
704,854486,2352 BAYSPRINGS PA SW,480000,458900,501000,06/29/2017,Baysprings,Single Family,2 Storey,2267,2016,Plan: 1411187 Block/Unit: 7 Lot: 19,R1 Single Detached Residential District,Single Family Dwelling,405,2016,None,Yes,Yes,Yes,Yes,No,51.2756058,-114.0454805
705,854483,2343 BAYSPRINGS PA SW,485714,464300,520000,06/29/2017,Baysprings,Single Family,2 Storey,2202,2016,Plan: 1411187 Block/Unit: 6 Lot: 27,R1 Single Detached Residential District,Single Family Dwelling,408,2016,Yes,Yes,Yes,Yes,Yes,No,51.2751696,-114.0451254
706,858057,1313 2461 BAYSPRINGS LI SW,222771,198400,204000,06/23/2017,Baysprings,Apartment,Apartment,943,2016,Plan: 1612492 Block/Unit: 171 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,82,2016,None,None,Yes,No,None,No,51.2733274,-114.0465565
707,857548,231 BAYVIEW ST SW,483500,462200,498000,06/01/2017,Baysprings,Single Family,Bi-Level,1650,2016,Plan: 1611172 Block/Unit: 8 Lot: 61,R1 Single Detached Residential District,Single Family Dwelling,375,2016,Yes,Yes,Yes,Yes,Yes,No,51.2775129,-114.0441057
708,858061,1323 2461 BAYSPRINGS LI SW,226802,212400,195000,06/12/2017,Baysprings,Apartment,Apartment,882,2016,Plan: 1612492 Block/Unit: 175 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,87,2016,None,None,Yes,No,None,No,51.2733997,-114.0464333
709,856845,205 2461 BAYSPRINGS LI SW,261531,243800,245000,06/10/2017,Baysprings,Condo,3 Storey - basementless,1261,2016,Plan: 1610086 Block/Unit: 26 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,110,2016,None,Yes,Yes,No,None,No,51.2739951,-114.0481685
710,856850,304 2461 BAYSPRINGS LI SW,264731,246800,246000,06/13/2017,Baysprings,Condo,3 Storey - basementless,1261,2016,Plan: 1610086 Block/Unit: 65 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,91,2016,None,Yes,Yes,No,None,No,51.2739978,-114.0477262
711,857357,1703 2461 BAYSPRINGS LI SW,206298,185200,184000,07/26/2017,Baysprings,Apartment,Apartment,957,2016,Plan: 1610663 Block/Unit: 126 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,86,2016,None,None,None,None,None,No,51.2739944,-114.0468836
712,855133,151 BAYSPRINGS TC SW,388900,363500,364000,07/31/2017,Baysprings,Condo,2 Storey,1679,2014,Plan: 1413084 Block/Unit: 23 Lot:,R2-T Townhouse Residential District,Condominium,339,2014,Yes,Yes,Yes,Yes,None,Yes,51.2744384,-114.0457186
713,857558,251 BAYVIEW ST SW,650000,618000,479000,07/31/2017,Baysprings,Single Family,2 Storey,2005,2017,Plan: 1611172 Block/Unit: 8 Lot: 66,R1 Single Detached Residential District,Single Family Dwelling,383,2017,None,Yes,Yes,Yes,Yes,No,51.278019,-114.0441048
714,858674,1214 2461 BAYSPRINGS LI SW,222771,200300,204000,07/28/2017,Baysprings,Apartment,Apartment,944,2016,Plan: 1711119 Block/Unit: 179 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,84,2016,None,None,None,None,None,No,51.2729144,-114.0463346
715,858040,395 BAYVIEW WY SW,499900,475300,431000,07/20/2017,Baysprings,Single Family,2 Storey,1865,2016,Plan: 1612574 Block/Unit: 2 Lot: 42,R1 Single Detached Residential District,Single Family Dwelling,364,2016,None,Yes,Yes,Yes,Yes,No,51.2758669,-114.042608
716,857561,256 BAYVIEW ST SW,445500,423600,426000,07/05/2017,Baysprings,Single Family,2 Storey,1833,2016,Plan: 1611172 Block/Unit: 10 Lot: 26,R1 Single Detached Residential District,Single Family Dwelling,367,2016,None,Yes,Yes,Yes,Yes,No,51.2781189,-114.0433445
717,858671,1211 2461 BAYSPRINGS LI SW,222389,200000,206000,07/06/2017,Baysprings,Apartment,Apartment,964,2016,Plan: 1711119 Block/Unit: 177 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,82,2016,None,None,None,None,None,No,51.2729881,-114.0464163
718,858672,1212 2461 BAYSPRINGS LI SW,220833,209700,206000,07/10/2017,Baysprings,Apartment,Apartment,964,2016,Plan: 1711119 Block/Unit: 180 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,84,2016,None,None,None,None,None,No,51.2729143,-114.0464162
719,854478,520 BAYSPRINGS LN SW,500000,475400,494000,07/25/2017,Baysprings,Single Family,2 Storey,2205,2017,Plan: 1411187 Block/Unit: 7 Lot: 24,R1-L Narrow Lot Laned Residential District,Single Family Dwelling,455,2017,Yes,Yes,Yes,Yes,Yes,No,51.2758205,-114.0457838
720,858053,1304 2461 BAYSPRINGS LI SW,203391,187100,184000,07/19/2017,Baysprings,Apartment,Apartment,957,2016,Plan: 1612492 Block/Unit: 164 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,82,2016,None,None,None,None,None,No,51.2732811,-114.0465214
721,856857,405 2461 BAYSPRINGS LI SW,261531,252300,256000,07/11/2017,Baysprings,Condo,3 Storey - basementless,1297,2016,Plan: 1610086 Block/Unit: 32 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,145,2016,None,Yes,Yes,No,None,No,51.273647,-114.0481808
722,855345,46 BAYSPRINGS WY SW,420000,399100,406000,08/31/2017,Baysprings,Duplex,2 Storey,1933,2015,Plan: 1510077 Block/Unit: 6 Lot: 46,R2 Low Density Residential District,Duplex,312,2015,None,Yes,Yes,Yes,Yes,Yes,51.2756392,-114.0472432
723,856849,303 2461 BAYSPRINGS LI SW,269900,253000,246000,08/30/2017,Baysprings,Condo,3 Storey - basementless,1261,2016,Plan: 1610086 Block/Unit: 66 Lot:,R4 Mid Rise Multifamily Residential District,Condominium,91,2016,None,Yes,Yes,No,None,No,51.2740407,-114.0477259
